Id,Wohngebiet,Nachbarschaft,Bedingung1,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Grundstuecksgroesse,Gelaendekontur,Grundstueckanordnung,Strassenlaenge,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,EinfahrtGepflastert,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
1611,WN,Hochsch,Norm,60,1Fam,2Sto,2009,2010,8,5,815.94,Ebn,Inn,21.9,BetonGeg,ZiegGla,28.8,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Mn,GWR,60.12,NAu,30.24,90.36,0.0,0.0,166.68,90.36,76.32,7,Typ,2,1,3,1,Gu,2,Du,GasWO,Ag,J,SLSRo,20.16,9.54,0.0,0.0,0.0,0.0,GuPrv,Verbund,2009.0,Aus,3.0,59.4,J,0.0,12,2018,GarK,Normal,195500.0
1612,WN,Dornbus,Norm,20,1Fam,1Sto,1970,1985,6,7,1215.0,Ebn,Inn,22.299678501179145,BetonSte,Kein,0.0,ZiegMau,Sperrho,Flach,Du,Du,Gu,Ty,Gu,UWR,38.61,DWR,8.37,144.18,1.0,0.0,112.68,112.68,0.0,4,Typ,1,0,1,1,Du,1,Gu,GasWO,Gu,J,SLSRo,36.81,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1970.0,GAu,2.0,50.76,J,0.0,3,2018,GarK,Normal,199750.0
1613,WN,Ginnhei,Hbf,60,1Fam,2Sto,2009,2009,7,5,787.95,Ebn,2St,21.677652710728342,BetonGeg,ZiegGla,26.82,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,DWR,69.48,NAu,19.8,89.28,1.0,0.0,185.4,91.98,93.42,8,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,15.12,0.0,0.0,GuPrv,Eingeb,2009.0,GAu,2.0,35.1,J,0.0,6,2019,GarK,Normal,181900.0
1614,WN,Flughaf,Norm,120,StHau,1Sto,1986,1986,7,7,205.2,Ebn,2St,7.2,BetonSte,Kein,0.0,Sperrho,ZiegAll,Giebel,Du,Du,Ty,Ty,Ke,DWR,10.8,UWR,39.87,94.95,1.0,0.0,94.95,94.95,0.0,4,Typ,2,0,2,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,2.61,0.0,0.0,0.0,0.0,Nan,Verbund,1986.0,NAu,1.0,28.71,J,0.0,4,2016,GarK,Normal,116875.0
1615,WN,Höchst,Haup,20,1Fam,1Sto,1958,1960,6,5,1049.76,Ebn,Inn,18.0,BetonSte,ZiegGla,18.54,Metall,Metall,Giebel,Du,Du,Ty,Ar,Ke,UWR,30.24,NAu,67.14,97.38,0.0,0.0,97.38,97.38,0.0,5,Typ,1,0,2,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,11.7,0.0,0.0,0.0,0.0,Nan,Abgetr,1958.0,NAu,1.0,21.6,J,0.0,11,2017,GarK,Normal,101320.0
1616,WN,Höchst,Norm,20,1Fam,1Sto,1969,2008,5,7,885.6,Ebn,Inn,24.6,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Du,Ty,Ty,Ke,DWR,94.77,NAu,17.55,112.32,1.0,0.0,129.6,129.6,0.0,7,Typ,2,0,2,1,Gu,0,Nan,GasWO,Du,J,SLSRo,13.5,0.0,0.0,0.0,23.04,0.0,Nan,Verbund,1969.0,GAu,1.0,43.2,J,0.0,6,2018,GarK,Normal,157250.0
1617,WN,Nied,Norm,60,1Fam,2Sto,2013,2014,7,5,956.25,Ebn,Inn,25.5,BetonGeg,ZiegGla,26.28,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,GWR,77.94,NAu,11.88,89.82,1.0,0.0,184.14,90.54,93.6,8,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,28.8,5.58,0.0,0.0,0.0,0.0,Nan,Eingeb,2013.0,GAu,3.0,78.39,J,0.0,8,2018,GarK,Normal,241400.0
1618,G (alle),Eisenba,Norm,50,1Fam,1.5V,1930,1960,4,4,675.0,Ebn,Inn,18.0,BetonSte,Kein,0.0,Metall,Metall,Giebel,Du,Gu,Ty,Ty,Ke,NAu,0.0,NAu,62.82,62.82,0.0,0.0,101.52,62.82,38.7,6,Typ,1,0,2,1,Du,0,Nan,GasWO,Du,J,SichDu,2.7,0.0,14.76,0.0,0.0,0.0,Nan,Abgetr,1990.0,GAu,2.0,47.52,J,0.0,4,2020,GeBU,Abnormal,58140.0
1619,WN,Flughaf,Norm,120,StHAb,1Sto,1987,1987,6,6,363.87,Ebn,Inn,15.9,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,Du,Du,Gu,Ty,Ke,DWR,50.31,NAu,45.9,96.21,0.0,0.0,96.21,96.21,0.0,4,Typ,2,0,2,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,4.95,0.0,0.0,18.0,0.0,Nan,Verbund,1987.0,GAu,2.0,39.6,J,0.0,10,2018,GeBU,Abnormal,119000.0
1620,WN,Ginnhei,Norm,60,1Fam,2Sto,2014,2015,8,5,1046.79,Ebn,Eck,28.8,BetonGeg,ZiegGla,21.24,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,NAu,0.0,NAu,94.68,94.68,0.0,0.0,213.57,94.68,118.89,9,Typ,2,1,4,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,10.8,4.14,0.0,0.0,0.0,0.0,Nan,Eingeb,2014.0,Aus,3.0,56.88,J,0.0,6,2016,Neu,Unfertig,219300.0
1621,WM,Eisenba,Norm,70,1Fam,2Sto,1924,2016,6,7,619.38,Ebn,Inn,18.0,BetonGeg,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,61.56,61.56,0.0,0.0,121.95,69.57,52.38,7,Typ,1,1,3,1,Gu,0,Nan,GasWO,Du,J,SLSRo,12.24,0.0,10.35,0.0,0.0,0.0,Nan,Verbund,2015.0,NAu,0.0,0.0,J,0.0,3,2017,GarK,Normal,107950.0
1622,WN,Ginnhei,Hbf,60,1Fam,2Sto,2017,2017,6,5,1422.9,Ebn,Inn,17.7,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,69.12,69.12,0.0,0.0,134.64,69.12,65.52,7,Typ,3,0,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,9.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,2017.0,NAu,2.0,51.48,J,0.0,5,2017,Neu,Unfertig,154491.75
1623,WM,Bornhei,Norm,50,1Fam,1.5V,1946,1990,5,7,561.6,Ebn,Inn,15.6,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Ty,Ar,Ke,DAR,24.84,NAu,22.68,47.52,0.0,0.0,93.6,49.32,44.28,5,Typ,1,0,2,1,Du,0,Nan,GasWO,Gu,J,SLSRo,27.54,0.0,2.88,0.0,0.0,0.0,Nan,Abgetr,1989.0,Aus,2.0,56.16,P,0.0,5,2020,GarK,Normal,105315.0
1624,WN,Gallus,Zubr,20,1Fam,1Sto,1959,2013,4,5,789.93,Ebn,Inn,20.1,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,0.0,101.34,101.34,0.0,5,Typ,2,0,2,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,8.64,0.0,0.0,0.0,0.0,MnPrv,Abgetr,2012.0,Aus,2.0,46.8,N,0.0,5,2019,GarK,Normal,91800.0
1625,WN,Hausen,Norm,20,1Fam,1Sto,2012,2012,7,5,1157.76,Ebn,SG,13.2,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,GWR,125.28,NAu,1.53,126.81,1.0,0.0,126.81,126.81,0.0,4,Typ,1,1,1,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,12.96,0.0,0.0,13.05,0.0,Nan,Verbund,2012.0,GAu,2.0,51.84,J,0.0,7,2017,GarK,Normal,208250.0
1626,WN,Gallus,Norm,80,1Fam,GSto,1985,1985,6,6,567.45,Ebn,Inn,19.5,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,Du,Du,Ty,Ty,Du,DWR,47.52,NAu,43.2,90.72,1.0,0.0,98.64,98.64,0.0,5,Typ,1,0,3,1,Du,1,Ar,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1985.0,NAu,1.0,31.68,J,0.0,6,2020,GarK,Normal,106420.0
1627,WN,Höchst,Norm,20,1Fam,1Sto,1980,1980,8,6,1427.85,Ebn,Inn,28.5,BetonGeg,Kein,0.0,Holz,Holz,Flach,Gu,Gu,Ty,Gu,Gu,DWR,31.59,DAR,93.87,199.53,1.0,0.0,199.53,199.53,0.0,8,Typ,2,0,4,1,Gu,1,Du,GasWO,Ag,J,SLSRo,7.29,18.63,0.0,0.0,20.16,0.0,Nan,Verbund,1980.0,NAu,2.0,55.89,J,0.0,10,2017,GarK,Normal,227800.0
1628,WM,Bornhei,Norm,50,1Fam,1.5V,1934,1960,5,5,540.0,Ebn,Eck,18.0,ZiegFli,ZiegGla,39.96,Stuck,Stuck,Giebel,Du,Du,Ty,Ty,Ke,DAR,19.8,NAu,22.32,42.12,0.0,0.0,102.78,73.98,28.8,6,Typ,1,0,3,1,Du,0,Nan,GasWO,Gu,J,SLSRo,0.0,0.0,8.82,0.0,0.0,0.0,Nan,Verbund,1934.0,Aus,1.0,28.8,J,0.0,6,2019,GarK,Normal,79050.0
1629,WM,Altstad,Norm,190,2famU,1Sto,1965,1965,5,7,540.0,Ebn,Inn,15.0,BetonSte,Kein,0.0,Holz,Holz,Walm,Du,Du,Ty,Ty,Du,GWR,51.84,NAu,34.56,86.4,1.0,0.0,86.4,86.4,0.0,5,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SichDu,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1986.0,NAu,2.0,51.84,J,0.0,6,2016,GarK,Normal,115175.0
1630,WN,Westend,Norm,120,StHAb,1Sto,1989,1989,6,5,710.28,Ebn,Inn,16.5,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,82.62,82.62,0.0,0.0,82.62,82.62,0.0,5,Typ,2,0,2,1,Du,1,Du,GasWO,Du,J,SLSRo,2.52,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1989.0,NAu,1.0,23.76,J,0.0,4,2020,GarK,Normal,84575.0
1631,WN,Sachsen,Norm,60,1Fam,2Sto,1988,1988,6,5,1006.56,Ebn,Inn,21.0,BetonSte,ZiegGla,8.28,Hartfas,Hartfas,Walm,Du,Du,Ty,Ty,Ke,SQ,20.34,DAR,17.28,82.62,0.0,0.0,151.47,82.62,68.85,7,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,21.87,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1988.0,GAu,2.0,39.6,J,0.0,7,2019,GarK,Normal,146625.0
1632,WN,Hochsch,Norm,20,1Fam,1Sto,2018,2018,8,5,920.34,Ebn,Inn,18.3,BetonGeg,Stein,24.3,Vinyl,Vinyl,Giebel,Gu,Du,Ag,Ty,Gu,NAu,0.0,NAu,145.98,145.98,1.0,0.0,146.7,146.7,0.0,8,Typ,2,0,3,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,15.48,3.78,0.0,0.0,0.0,0.0,Nan,Verbund,2018.0,GAu,3.0,77.4,J,0.0,1,2019,GarK,Normal,251169.05
1633,WN,Sachsen,Norm,80,1Fam,GSto,1980,1980,5,8,918.0,Ebn,Inn,19.604233409225674,BetonGeg,Kein,0.0,Hartfas,Hartfas,Walm,Du,Gu,Gu,Ty,Du,DWR,63.36,NAu,14.4,77.76,0.0,0.0,81.36,81.36,0.0,5,Typ,1,0,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,12.87,0.0,0.0,0.0,0.0,0.0,MnPrv,2Typen,1989.0,NAu,3.0,82.08,J,0.0,6,2018,GarK,Normal,122400.0
1634,WN,Nordend,Norm,20,1Fam,1Sto,1990,1990,6,6,921.6,Ebn,Inn,23.7,BetonSte,ZiegGla,14.13,Sperrho,Sperrho,Giebel,Du,Gu,Gu,Ty,Ke,UWR,56.25,SQ,0.0,151.74,1.0,0.0,151.74,151.74,0.0,7,Typ,2,0,3,1,Du,1,Du,GasWO,Du,J,SLSRo,34.56,11.79,0.0,0.0,0.0,0.0,Nan,Verbund,1990.0,NAu,2.0,55.08,J,0.0,5,2016,GarK,Normal,176375.0
1635,WN,Höchst,Norm,20,1Fam,1Sto,1969,1969,5,7,731.25,Ebn,Inn,19.5,BetonSte,Kein,0.0,Metall,Metall,Walm,Du,Du,Ty,Ty,Ke,UWR,36.27,NAu,41.49,77.76,0.0,0.0,77.76,77.76,0.0,5,Typ,1,0,3,1,Du,0,Nan,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1970.0,NAu,1.0,27.72,J,0.0,9,2019,GarK,Normal,100300.0
1636,WN,Nied,Norm,20,1Fam,1Sto,2014,2015,9,5,1334.52,Ebn,Eck,39.3,BetonGeg,ZiegGla,60.66,Metall,Metall,Walm,Ag,Du,Ag,Ty,Gu,GWR,124.47,NAu,35.73,160.2,1.0,0.0,160.2,160.2,0.0,7,Typ,2,0,2,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,12.96,6.12,0.0,0.0,0.0,0.0,Nan,Verbund,2014.0,Aus,3.0,73.44,J,0.0,8,2016,GarK,Normal,321300.0
1637,WN,Nied,Norm,20,1Fam,1Sto,2016,2016,8,5,1280.34,Ebn,Eck,33.0,BetonGeg,ZiegGla,33.75,Vinyl,Vinyl,Walm,Gu,Du,Gu,Ty,Du,NAu,0.0,NAu,174.15,174.15,0.0,0.0,177.57,177.57,0.0,9,Typ,2,0,3,1,Gu,1,Gu,GasWO,Gu,J,SLSRo,28.35,4.05,0.0,0.0,0.0,0.0,Nan,Verbund,2016.0,Aus,3.0,80.55,J,0.0,7,2017,Neu,Unfertig,335750.0
1638,WN,Riederw,Norm,75,1Fam,2.5V,1922,1960,4,5,558.36,Erh,Inn,18.0,BetonGeg,Kein,0.0,Holz,Holz,Giebel,Gu,Du,Ty,Ar,Ke,NAu,0.0,NAu,71.55,71.55,1.0,0.0,200.7,85.86,71.55,10,Typ,1,0,5,1,Du,0,Nan,GasWO,Du,N,SLSRo,0.0,16.92,0.0,0.0,0.0,0.0,Nan,Abgetr,2007.0,NAu,1.0,39.6,J,0.0,3,2016,GarK,Normal,100725.0
1639,WN,Hochsch,Norm,60,1Fam,2Sto,1987,1987,6,7,981.0,Ebn,2St,20.12999330353528,BetonSte,ZiegGla,13.77,Hartfas,Hartfas,Giebel,Du,Du,Gu,Ty,Ke,GWR,34.02,NAu,27.99,62.01,0.0,0.0,125.28,62.01,63.27,6,Typ,1,1,3,1,Du,0,Nan,GasWO,Ag,J,SLSRo,0.0,3.24,0.0,0.0,0.0,0.0,MnPrv,Verbund,1987.0,Aus,1.0,26.91,J,382.5,3,2020,GarK,Normal,137487.5
1640,WN,Altstad,Norm,50,1Fam,1.5V,1946,1999,5,8,972.0,Ebn,Inn,18.0,BetonSte,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ar,Ty,Ke,DWR,56.34,NAu,15.3,71.64,0.0,1.0,131.94,98.64,33.3,7,Ger1,2,0,3,1,Gu,1,Du,GasWO,Gu,J,SLSRo,39.24,1.89,0.0,0.0,0.0,0.0,Nan,Verbund,1960.0,NAu,2.0,50.94,J,425.0,4,2016,GarK,Normal,144500.0
1641,WN,Sachsen,Norm,20,1Fam,1Sto,1978,1978,5,5,1039.77,Ebn,Inn,20.01891726952621,BetonSte,ZiegGla,16.92,Sperrho,Sperrho,Walm,Du,Du,Ty,Ty,Ke,UWR,60.57,NAu,34.02,94.59,0.0,0.0,104.31,104.31,0.0,7,Typ,1,1,3,1,Du,1,Ar,GasWO,Du,J,SLSRo,41.94,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1978.0,NAu,1.0,30.24,J,0.0,7,2016,GarK,Normal,134300.0
1642,WN,Zeilshe,Norm,20,1Fam,1Sto,1986,2017,8,9,1465.2,Ebn,Inn,30.9,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Ag,Ag,Gu,Nan,Mn,GWR,93.96,DAR,0.0,128.34,1.0,0.0,150.39,150.39,0.0,6,Typ,3,0,3,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,25.2,8.1,0.0,0.0,0.0,0.0,GuHol,Verbund,1986.0,GAu,2.0,49.5,J,0.0,5,2018,GarK,Normal,246500.0
1643,WN,Nied,Pos,60,1Fam,2Sto,2017,2017,9,5,1283.13,Ebn,Inn,33.0,BetonGeg,Stein,65.34,Vinyl,Vinyl,Walm,Ag,Du,Ag,Ty,Ke,GWR,122.4,NAu,37.44,159.84,1.0,0.0,249.48,161.46,88.02,10,Typ,3,1,4,1,Ag,3,Gu,GasWO,Ag,J,SLSRo,12.15,5.76,0.0,0.0,0.0,0.0,Nan,Eingeb,2017.0,Aus,3.0,67.86,J,0.0,6,2019,GarK,Normal,392700.0
1644,WN,Gallus,Norm,90,DoppH,1Sto,1956,1960,5,6,786.69,Ebn,Inn,15.6,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,107.55,107.55,0.0,0.0,107.55,107.55,0.0,8,Typ,2,0,4,2,Du,0,Nan,GasWO,Du,N,SLSRo,10.62,0.0,0.0,0.0,0.0,0.0,GuHol,Verbund,2015.0,NAu,0.0,0.0,N,0.0,7,2017,GarK,Abnormal,83725.0
1645,WN,Altstad,Norm,30,1Fam,1Sto,1900,2008,3,5,972.0,Ebn,Eck,18.0,ZiegFli,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,56.7,56.7,0.0,0.0,65.25,65.25,0.0,4,Typ,1,1,1,1,Du,0,Nan,GasWO,Du,J,SichDu,0.0,2.7,0.0,0.0,0.0,0.0,Nan,Abgetr,1969.0,NAu,1.0,28.8,J,0.0,11,2019,GarK,Normal,66725.0
1646,D,Schwanh,Norm,160,StHAb,2Sto,2016,2017,7,5,382.59,Ebn,Inn,10.5,BetonGeg,Kein,0.0,Metall,Metall,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,56.25,56.25,0.0,0.0,112.5,56.25,56.25,5,Typ,2,1,2,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,4.86,0.0,0.0,0.0,0.0,Nan,Abgetr,2016.0,GAu,2.0,47.52,J,0.0,6,2017,Neu,Unfertig,139995.0
1647,WN,Ginnhei,Norm,60,1Fam,2Sto,2006,2006,6,5,880.47,Ebn,Inn,16.2,BetonGeg,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,73.89,73.89,0.0,0.0,159.84,73.89,85.95,7,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,25.74,10.44,0.0,0.0,0.0,0.0,Nan,Eingeb,2006.0,Aus,2.0,39.87,J,0.0,5,2016,GarK,Normal,171700.0
1648,WM,Hausen,Norm,120,StHAb,1Sto,2007,2007,6,5,405.0,Ebn,2St,9.6,BetonGeg,ZiegGla,17.73,Vinyl,Vinyl,Walm,Du,Du,Ag,Ty,Ke,GWR,77.76,NAu,29.25,107.01,1.0,0.0,107.01,107.01,0.0,4,Typ,2,0,2,1,Du,0,Nan,GasWO,Ag,J,SLSRo,0.0,10.98,0.0,0.0,0.0,0.0,Nan,Verbund,2007.0,GAu,2.0,35.28,J,0.0,4,2018,GarK,Normal,136425.0
1649,D,Schwanh,Norm,160,StHAb,2Sto,2013,2013,7,5,400.23,Ebn,2St,19.45613203054691,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,47.7,47.7,0.0,0.0,97.2,47.7,49.5,4,Typ,2,1,2,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,4.5,0.0,0.0,0.0,0.0,Nan,Verbund,2013.0,GAu,2.0,44.64,J,0.0,7,2016,GarK,Normal,118150.0
1650,WN,Höchst,Norm,50,1Fam,1.5V,1960,1960,6,5,864.0,Ebn,Inn,24.0,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Ty,Ty,Ke,UWR,25.2,NAu,67.68,92.88,0.0,0.0,112.68,92.88,19.8,6,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SichDu,0.0,0.0,8.64,0.0,0.0,0.0,Nan,Verbund,1960.0,NAu,1.0,25.92,J,0.0,4,2018,GarK,Abnormal,101150.0
1651,WN,Hochsch,Norm,20,1Fam,1Sto,2015,2015,7,5,838.44,Ebn,Inn,23.4,BetonGeg,ZiegGla,12.6,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Gu,GWR,5.04,NAu,140.22,145.26,0.0,0.0,145.26,145.26,0.0,7,Typ,2,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,9.0,4.05,0.0,0.0,0.0,0.0,Nan,Verbund,2015.0,Aus,2.0,51.84,J,0.0,3,2016,GarK,Normal,191250.0
1652,WM,Altstad,Norm,70,1Fam,2Sto,1902,1975,5,4,594.0,Ebn,Eck,18.0,Stein,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,89.46,89.46,0.0,0.0,213.48,124.02,89.46,11,Ger2,2,0,4,2,Du,0,Nan,GasWO,Du,N,SLSRo,0.0,25.83,0.0,0.0,0.0,0.0,Nan,Verbund,1995.0,GAu,1.0,38.88,J,0.0,12,2019,GarK,Normal,91375.0
1653,WN,Sachsen,Norm,80,1Fam,GSto,1988,1988,6,6,645.84,Ebn,SG,20.09296795886559,BetonSte,ZiegGla,18.0,Hartfas,Hartfas,Giebel,Du,Du,Ty,Gu,Gu,GWR,71.46,NAu,14.94,86.4,1.0,0.0,93.6,93.6,0.0,6,Typ,1,0,3,1,Du,1,Ar,GasWO,Ar,J,SLSRo,11.79,0.0,0.0,0.0,16.2,0.0,GuPrv,Abgetr,1989.0,NAu,2.0,55.44,J,0.0,7,2016,GarK,Normal,136425.0
1654,WN,Kalbach,Norm,60,1Fam,2Sto,2006,2007,7,5,892.8,Ebn,SG,27.6,BetonGeg,Kein,0.0,Metall,Metall,Giebel,Gu,Du,Gu,Ty,Du,GWR,77.58,NAu,22.95,100.53,1.0,0.0,181.17,101.43,79.74,8,Typ,2,1,3,1,Du,1,Du,GasWO,Ag,J,SLSRo,16.2,11.7,0.0,0.0,0.0,0.0,Nan,Verbund,2007.0,NAu,2.0,40.95,J,0.0,6,2017,GarK,Normal,229321.5
1655,WN,Hochsch,Norm,20,1Fam,1Sto,2006,2006,7,5,1069.47,Ebn,Inn,21.9,BetonGeg,ZiegGla,17.64,Vinyl,Vinyl,Walm,Gu,Du,Gu,Ty,Gu,GWR,62.1,NAu,73.26,135.36,1.0,0.0,135.36,135.36,0.0,6,Typ,2,0,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,10.35,5.94,0.0,0.0,0.0,0.0,Nan,Verbund,2006.0,Aus,2.0,43.02,J,0.0,6,2019,GarK,Normal,172550.0
1656,WN,Hochsch,Zubr,20,1Fam,1Sto,2009,2010,8,5,1417.5,Ebn,3St,27.0,BetonGeg,ZiegGla,23.4,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Gu,GWR,112.14,NAu,19.44,131.58,1.0,0.0,136.17,136.17,0.0,5,Typ,2,0,2,1,Gu,1,Du,GasWO,Ag,J,SLSRo,12.15,3.06,0.0,0.0,0.0,0.0,Nan,Verbund,2009.0,Aus,2.0,46.89,J,0.0,6,2019,GarK,Normal,187000.0
1657,WN,Höchst,Norm,20,1Fam,1Sto,1961,2010,5,7,1310.31,Ebn,Inn,22.5,BetonSte,ZiegAlg,6.3,Holz,Holz,Walm,Gu,Du,Ty,Ty,Ke,UWR,58.5,DAR,16.02,90.72,1.0,0.0,122.67,122.67,0.0,6,Ger1,1,0,2,1,Du,2,Du,GasWO,Ag,J,SLSRo,29.16,3.78,0.0,0.0,15.12,0.0,Nan,CarPort,1961.0,NAu,1.0,25.92,J,1700.0,6,2019,GarK,Normal,140165.0
1658,WN,Höchst,Norm,90,DoppH,1Sto,1977,1977,5,5,804.96,Ebn,Inn,19.5,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,142.56,142.56,0.0,0.0,142.56,142.56,0.0,8,Mit,2,0,4,2,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,13.68,0.0,0.0,0.0,0.0,Nan,Abgetr,1977.0,NAu,3.0,71.28,J,0.0,4,2019,GarK,Normal,105400.0
1659,WM,Altstad,Haup,30,1Fam,1Sto,1937,1960,5,6,806.4,Ebn,Inn,16.8,BetonSte,Kein,0.0,HolzSch,HlzSch,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,90.72,90.72,0.0,0.0,92.52,92.52,0.0,5,Typ,1,0,2,1,Du,1,Gu,GasWO,Gu,J,SichDu,0.0,0.0,11.7,0.0,0.0,0.0,Nan,Abgetr,1937.0,NAu,2.0,32.4,J,0.0,3,2020,GarK,Normal,97750.0
1660,WN,Ginnhei,Norm,60,1Fam,2Sto,2015,2016,7,5,1237.59,Hng,SG,12.6,BetonGeg,ZiegGla,22.32,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,GWR,5.4,NAu,147.6,153.0,1.0,0.0,199.08,153.0,46.08,9,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,21.33,3.42,0.0,0.0,10.35,0.0,Nan,Verbund,2016.0,Aus,3.0,69.57,J,0.0,5,2016,Neu,Unfertig,262650.0
1661,WN,Dornbus,Norm,60,1Fam,2Sto,2002,2003,7,5,1502.82,Hng,SG,22.255248087575513,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,GWR,72.0,NAu,58.41,130.41,1.0,0.0,158.31,84.96,73.35,7,Typ,2,1,3,1,Gu,1,Du,GasWO,Gu,J,SLSRo,13.5,17.37,0.0,0.0,0.0,0.0,Nan,Verbund,2002.0,NAu,2.0,47.25,J,0.0,6,2019,GarK,Normal,198475.0
